,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,recon_error,vae_anomaly,latent_velocity,latent_acceleration,crisis_distance
2011-03-15,0.17056553,-0.12661491,-1.1689372,0.66859543,0.0025940835,0.31547755,-0.4281696,-0.2741148,0.3304707,0.38223043,0.2929359,0.25727138,0.9414528
2011-03-16,0.1669754,-0.14755863,-1.1819818,0.61139417,0.015397564,0.5071945,-0.7026718,-0.29586858,0.44402778,0.49952537,0.3415226,0.048586696,0.9483352
2011-03-17,0.15126888,-0.14875674,-1.1616101,0.5210465,-0.034935825,0.65479326,-0.86818105,-0.3501469,0.5009478,0.55841404,0.25196055,-0.08956206,0.9797993
2011-03-18,0.15728845,-0.1149552,-1.0989212,0.42510706,-0.0326086,0.64161295,-0.90707415,-0.3665905,0.53673196,0.5940791,0.12757455,-0.124386,0.9006245
2011-03-21,0.15106864,-0.03189674,-0.9952341,0.37122834,-0.02122607,0.5115646,-0.7949495,-0.3821234,0.5406882,0.59701616,0.22460337,0.09702882,0.7022042
2011-03-22,0.14705874,-0.005814582,-0.9205105,0.32922295,-0.024958715,0.4410126,-0.74544626,-0.3598257,0.5382087,0.5939202,0.12642667,-0.0981767,0.5844658
2011-03-23,0.14063425,0.03393714,-0.8400013,0.31195772,-0.012781888,0.39583737,-0.73955166,-0.3632081,0.53106415,0.58663553,0.10313366,-0.023293003,0.49738652
2011-03-24,0.13020627,0.054409266,-0.8036306,0.29617563,0.00048071146,0.35336864,-0.71612024,-0.3626204,0.52588993,0.5809079,0.068033956,-0.035099708,0.4414051
2011-03-25,0.12968688,0.08092594,-0.76300544,0.2638728,-0.0023663342,0.31281638,-0.699085,-0.35137033,0.5212477,0.5758033,0.07393669,0.0059027374,0.37561163
2011-03-28,0.13574828,0.099875465,-0.734875,0.20922028,-0.0026565492,0.32867062,-0.7537312,-0.36106455,0.51817715,0.5736244,0.08663527,0.012698576,0.36054873
2011-03-29,0.12436749,0.1120456,-0.7193821,0.21397483,0.002640888,0.35438368,-0.77641416,-0.38095376,0.5118723,0.5678567,0.04625573,-0.04037954,0.37682322
2011-03-30,0.12378313,0.12010959,-0.7096835,0.1910079,0.005646944,0.33418667,-0.77724254,-0.38021463,0.506195,0.56211305,0.033243056,-0.013012674,0.35604954
2011-03-31,0.12087117,0.13119902,-0.70542145,0.176256,-0.0010646284,0.31103817,-0.75373197,-0.36518073,0.50610363,0.56134886,0.041556012,0.0083129555,0.3207614
2011-04-01,0.11848979,0.13605197,-0.70751864,0.18141058,0.0076782703,0.29824752,-0.74026877,-0.3679685,0.50535053,0.5603391,0.022119187,-0.019436825,0.31480455
2011-04-04,0.12042941,0.1440177,-0.72189057,0.17907941,0.003950447,0.27810812,-0.71174836,-0.35939813,0.50303465,0.5574681,0.039819073,0.017699886,0.30042005
2011-04-05,0.11622469,0.14609101,-0.75019336,0.20358229,0.0036631078,0.24312857,-0.6518635,-0.34758744,0.46073654,0.5139653,0.07982954,0.040010463,0.29864582
2011-04-06,0.112136886,0.14428082,-0.7778339,0.22699547,0.0059389398,0.20050637,-0.5894439,-0.3363878,0.45006523,0.5021087,0.08470909,0.0048795566,0.3181009
2011-04-07,0.117731765,0.14333792,-0.7962068,0.24074598,0.01005695,0.16309789,-0.55094177,-0.33579192,0.44620812,0.49771106,0.05880438,-0.025904711,0.3465948
2011-04-08,0.12832601,0.133898,-0.809386,0.24952434,0.016023085,0.15877894,-0.5566617,-0.35250726,0.44322312,0.49504384,0.028608933,-0.030195449,0.37013063
2011-04-11,0.10765235,0.12977998,-0.84289354,0.2846003,0.008470088,0.12462709,-0.49924362,-0.32380566,0.45344374,0.5040591,0.090229996,0.061621062,0.40967074
2011-04-12,0.11551796,0.1117094,-0.87334746,0.302566,0.023493513,0.089719094,-0.46985394,-0.32107726,0.44120887,0.49138266,0.06288156,-0.027348436,0.46105757
2011-04-13,0.10698022,0.11737862,-0.89686924,0.31771386,0.013737604,0.07586918,-0.43257463,-0.30286598,0.44205374,0.4916216,0.053815987,-0.009065572,0.4921535
2011-04-14,0.093677476,0.12473157,-0.9120372,0.3333225,0.018444985,0.027640006,-0.37954628,-0.2777729,0.44650623,0.49520108,0.080589116,0.026773129,0.5375851
2011-04-15,0.07080959,0.1319804,-0.94279265,0.3512107,0.029831752,-0.03309536,-0.2812732,-0.24252594,0.46584287,0.5130067,0.12868476,0.048095644,0.63005286
2011-04-18,0.099996224,0.094377756,-0.981701,0.3694714,0.051766664,-0.03242152,-0.32625473,-0.27178448,0.46746004,0.5155564,0.08645304,-0.042231716,0.65073377
2011-04-19,0.071856335,0.10526295,-1.0051748,0.3874248,0.034689322,-0.02835975,-0.2605098,-0.24336123,0.47969648,0.52688646,0.0849829,-0.0014701411,0.6963985
2011-04-20,0.06286006,0.098029196,-1.0276071,0.42753312,0.0608788,-0.081941,-0.1921169,-0.22879845,0.4950251,0.541523,0.103400424,0.018417522,0.78524196
2011-04-21,0.038741663,0.09928567,-1.0976565,0.4537587,0.045671478,-0.1465543,-0.09391861,-0.16996759,0.4968901,0.5422138,0.15390936,0.05050893,0.91268325
2011-04-25,0.037972167,0.07862291,-1.17888,0.49208215,0.03501603,-0.17702228,-0.040562928,-0.14040905,0.5036049,0.54879206,0.11513408,-0.038775273,1.0197537
2011-04-26,0.02765666,0.055048995,-1.2394948,0.5678596,0.037887245,-0.19821745,0.04188198,-0.12535445,0.5028773,0.54820186,0.13251339,0.017379306,1.1455735
2011-04-27,0.009619668,0.03758757,-1.3230035,0.6489775,0.02640903,-0.27336875,0.1886689,-0.075798124,0.43800527,0.4833806,0.20968014,0.07716675,1.345813
2011-04-28,-0.03687416,0.025188982,-1.4266211,0.7354871,0.0022265688,-0.38894707,0.399979,0.01858427,0.30341136,0.3490385,0.29671374,0.0870336,1.6215045
2011-04-29,-0.065067425,-0.006833613,-1.5456932,0.8354168,-0.019777164,-0.4933224,0.5897587,0.1082692,0.23148015,0.27881262,0.2853463,-0.01136744,1.8988569
2011-05-02,-0.06495346,-0.059031934,-1.6733425,0.94668126,-0.0400979,-0.5657513,0.7212733,0.17046517,0.18301159,0.23348916,0.2412926,-0.044053704,2.1342504
2011-05-03,-0.0669976,-0.09673801,-1.7635996,1.0178169,-0.070269436,-0.57621056,0.8027783,0.21052134,0.1623617,0.21521002,0.15459573,-0.08669686,2.2769382
2011-05-04,-0.06344007,-0.12823428,-1.8216176,1.0843853,-0.082276374,-0.5841507,0.86526406,0.23401892,0.15874083,0.2136549,0.11604276,-0.03855297,2.385145
2011-05-05,-0.047354206,-0.16489626,-1.870693,1.1442087,-0.08078618,-0.5547329,0.8436042,0.23224503,0.16770685,0.22416256,0.09449872,-0.021544047,2.41797
2011-05-06,-0.037532166,-0.16565965,-1.8694587,1.157915,-0.10181116,-0.5258399,0.849447,0.22576877,0.1744605,0.23114784,0.040489223,-0.054009493,2.4175134
2011-05-09,-0.043876335,-0.147125,-1.8527305,1.1498234,-0.121339805,-0.5342951,0.9341852,0.23729715,0.17638963,0.23291235,0.092170544,0.05168132,2.4615412
2011-05-10,-0.05935876,-0.13004224,-1.835695,1.159535,-0.10959892,-0.5977865,1.0345701,0.26332566,0.17259628,0.22972158,0.12585573,0.033685185,2.5440273
2011-05-11,-0.045792535,-0.15450689,-1.86187,1.19753,-0.08694149,-0.61660355,1.0027188,0.26945102,0.1747877,0.23311926,0.0695038,-0.05635193,2.561451
2011-05-12,-0.05446489,-0.12856169,-1.8363338,1.1864793,-0.104749605,-0.637706,1.061368,0.27266395,0.17616136,0.23430805,0.07573028,0.00622648,2.586875
2011-05-13,-0.04218702,-0.1505553,-1.8598127,1.1972582,-0.09473874,-0.6179693,1.0036207,0.26935312,0.18005031,0.23848945,0.07167547,-0.004054807,2.560778
2011-05-16,-0.023686603,-0.16007698,-1.8632779,1.1920211,-0.1071516,-0.5621795,0.9368846,0.24810338,0.18916734,0.2471441,0.09297422,0.021298751,2.4980125
2011-05-17,-0.02291207,-0.13259172,-1.8325365,1.162531,-0.13514465,-0.54157555,0.97160405,0.2399378,0.19176729,0.24872819,0.07107035,-0.021903872,2.4817398
2011-05-18,-0.033048406,-0.11539455,-1.78476,1.1596856,-0.11493593,-0.5710743,1.0206865,0.24223155,0.19449285,0.2511613,0.079888,0.00881765,2.4959924
2011-05-19,-0.045626983,-0.08983587,-1.763453,1.1265213,-0.11939186,-0.6211668,1.0683504,0.25821403,0.19490261,0.2512366,0.086149454,0.006261453,2.5198987
2011-05-20,-0.02535589,-0.12226543,-1.7951407,1.1417471,-0.1031647,-0.58384126,0.96811503,0.24465488,0.20389803,0.26035938,0.12077266,0.034623206,2.463209
2011-05-23,-0.00016082823,-0.13602288,-1.7809095,1.1595813,-0.09819964,-0.5201682,0.88978827,0.20788115,0.21400057,0.27012607,0.11362634,-0.0071463212,2.3888113
2011-05-24,0.010007963,-0.10364275,-1.7393179,1.1068043,-0.13128592,-0.4736168,0.8942626,0.18011962,0.2178737,0.27223334,0.0985881,-0.015038237,2.3267756
2011-05-25,0.0069252104,-0.08033572,-1.6933998,1.0857381,-0.1182576,-0.49158913,0.91129005,0.1752686,0.22059372,0.274337,0.062539466,-0.036048636,2.3077238
2011-05-26,-0.0055948347,-0.0547043,-1.6530249,1.0606514,-0.10206705,-0.52268875,0.93637913,0.17345224,0.22432017,0.27740997,0.070251495,0.007712029,2.3007886
2011-05-27,-0.015120015,-0.043485925,-1.6372998,1.0317929,-0.09441712,-0.5326679,0.92047197,0.17709015,0.22250877,0.27493063,0.04148558,-0.028765913,2.2728515
2011-05-31,-0.026424631,-0.036546938,-1.6020137,1.027825,-0.068962045,-0.5383305,0.90133077,0.1661274,0.21877357,0.27058446,0.05102341,0.009537827,2.2406886
2011-06-01,0.019413993,-0.11379348,-1.6244018,1.0800402,-0.02282577,-0.43493384,0.6447152,0.10943703,0.2501604,0.30232218,0.30525506,0.25423163,2.0735257
2011-06-02,0.049657866,-0.07990198,-1.5675063,0.99879944,-0.094912276,-0.32831448,0.60134023,0.054605473,0.2490609,0.29951882,0.18262674,-0.12262832,1.9380835
2011-06-03,0.06903301,-0.08046736,-1.5175371,0.98470175,-0.08043681,-0.275754,0.5408782,0.023960147,0.24344304,0.2936214,0.10314224,-0.0794845,1.8504949
2011-06-06,0.09383486,-0.09133333,-1.4711533,0.9603542,-0.07857658,-0.21551132,0.44094098,-0.01392607,0.24067995,0.29072386,0.13613565,0.032993414,1.735681
2011-06-07,0.10303162,-0.062218368,-1.4229271,0.9175631,-0.10089359,-0.19390535,0.4390304,-0.03353035,0.24011533,0.28933686,0.08026173,-0.055873923,1.6787188
2011-06-08,0.110911325,-0.06152907,-1.3919199,0.87737644,-0.10694276,-0.16417903,0.37975013,-0.04605366,0.24342456,0.29240888,0.08503067,0.004768938,1.5980988
2011-06-09,0.10737343,-0.04289806,-1.3386848,0.8692969,-0.09422803,-0.14809683,0.36362845,-0.0661895,0.24281023,0.2913542,0.06591315,-0.01911752,1.5483035
2011-06-10,0.13306536,-0.041077785,-1.282486,0.84578395,-0.07874416,-0.18246284,0.3645354,-0.09605342,0.28593132,0.33392444,0.08178023,0.015867084,1.5175653
2011-06-13,0.13555057,-0.052935928,-1.2994955,0.80184793,-0.10081491,-0.05647462,0.19828416,-0.11550793,0.2892636,0.3378587,0.21620496,0.13442472,1.371987
2011-06-14,0.13260885,-0.048214674,-1.2467456,0.8111433,-0.07195577,-0.027785772,0.1585802,-0.1451505,0.29135567,0.34009305,0.08373101,-0.13247395,1.317091
2011-06-15,0.14941107,-0.09068568,-1.2557256,0.78212774,-0.04765464,0.036666103,-0.02159448,-0.1734188,0.32884,0.37895206,0.2025222,0.11879119,1.203449
2011-06-16,0.15536694,-0.14780201,-1.286652,0.7955898,-0.055383943,0.2150594,-0.20113672,-0.18284711,0.37780428,0.42852396,0.2619993,0.059477106,1.1552323
2011-06-17,0.17993702,-0.09418738,-1.2157806,0.7185781,-0.10088278,0.1984976,-0.1375492,-0.22193494,0.3797946,0.43071294,0.1494906,-0.112508714,1.0852134
2011-06-20,0.16869317,-0.07235399,-1.1661894,0.70271575,-0.08869225,0.17870429,-0.10922013,-0.2247768,0.3770803,0.4276274,0.06830093,-0.08118966,1.0538759
2011-06-21,0.16164367,-0.061130956,-1.1188303,0.6839775,-0.05487837,0.13978776,-0.11386867,-0.23119915,0.3757676,0.42610353,0.074097164,0.0057962313,1.0110623
2011-06-22,0.16042252,-0.04024665,-1.0691581,0.63096535,-0.06418413,0.10379974,-0.105690464,-0.22975191,0.3701527,0.41989902,0.08465209,0.010554925,0.9563332
2011-06-23,0.16993098,-0.023202926,-1.0397415,0.6150241,-0.04797005,0.081304826,-0.14073484,-0.24375969,0.36822468,0.41814786,0.060775,-0.023877088,0.9122343
2011-06-24,0.16813482,-0.051521182,-1.0834543,0.5974722,-0.041679204,0.17005646,-0.25212294,-0.2641088,0.3757531,0.42679405,0.15414877,0.093373775,0.872346
2011-06-27,0.16636656,-0.05023335,-1.0630003,0.5944817,-0.04835493,0.22756112,-0.30360037,-0.28855965,0.37593812,0.4274925,0.08385232,-0.07029645,0.839237
2011-06-28,0.15656118,-0.033275127,-1.0239582,0.57778865,-0.035310157,0.21953803,-0.29687452,-0.29820955,0.37302452,0.4241821,0.050592147,-0.033260174,0.80440724
2011-06-29,0.14239372,0.00574179,-0.95916444,0.5458468,-0.02580534,0.1697813,-0.25391603,-0.2925583,0.3766566,0.4266424,0.10670048,0.056108333,0.75739
2011-06-30,0.13572498,0.030672029,-0.9201454,0.5158155,-0.0034301803,0.12148356,-0.25195765,-0.2861585,0.37800136,0.4273296,0.07725586,-0.02944462,0.71666205
2011-07-01,0.13395847,0.050065503,-0.8811738,0.50319463,0.019953832,0.08160513,-0.24535902,-0.29910126,0.38314888,0.43204677,0.066373624,-0.010882236,0.6986591
2011-07-05,0.1288312,0.08091721,-0.8992513,0.45743337,-0.008438766,0.060483254,-0.2219282,-0.27140254,0.38057214,0.4287148,0.07724961,0.010875985,0.6861987
2011-07-06,0.12480681,0.09762733,-0.9091435,0.44688174,-0.010994501,0.041619398,-0.209695,-0.2582037,0.37721685,0.4249801,0.03450876,-0.042740848,0.6915532
2011-07-07,0.122726694,0.0929178,-0.9055895,0.45747074,0.008317754,0.057928987,-0.23242493,-0.28055662,0.37396583,0.42204386,0.04250334,0.007994577,0.6821006
2011-07-08,0.13021217,0.10060811,-0.8826869,0.432897,0.008949541,0.049854018,-0.2617597,-0.29426998,0.3725536,0.4210029,0.04855678,0.0060534403,0.64404017
2011-07-11,0.14769374,0.06260301,-0.8767684,0.40036324,0.028170168,0.11049157,-0.435148,-0.340763,0.3802395,0.4308063,0.1977749,0.14921813,0.5479946
2011-07-12,0.15563472,0.046956643,-0.88890404,0.3693702,-0.0067948997,0.24373505,-0.5746026,-0.36695564,0.37823465,0.43104628,0.20131004,0.0035351366,0.5094
2011-07-13,0.15667228,0.047964916,-0.8871841,0.36267453,-0.012609027,0.31662607,-0.6511075,-0.38520363,0.36970097,0.4239913,0.10762331,-0.09368673,0.5192279
2011-07-14,0.16534092,0.037346765,-0.9016554,0.35242945,-0.008592278,0.3445647,-0.6974365,-0.3989718,0.34517315,0.40044785,0.060290236,-0.047333073,0.5439524
2011-07-15,0.15138881,0.02925776,-0.9077841,0.36416328,-0.024062112,0.36792502,-0.68149287,-0.39007366,0.34276408,0.39771938,0.039417434,-0.020872802,0.55411804
2011-07-18,0.17442705,0.031531066,-0.9000834,0.3301634,-0.01509095,0.3385011,-0.69419324,-0.40456435,0.34760666,0.40292272,0.0553963,0.015978865,0.5378946
2011-07-19,0.15684207,0.027715832,-0.9030611,0.35364294,-0.00609117,0.37030885,-0.70470315,-0.41784346,0.34934855,0.40497723,0.04757589,-0.007820409,0.5627021
2011-07-20,0.1575426,0.03706032,-0.8822803,0.331089,-0.026557766,0.346536,-0.6697503,-0.39197963,0.347738,0.40256703,0.06247402,0.014898129,0.5166914
2011-07-21,0.1476544,0.053403184,-0.851916,0.34613892,0.0058743656,0.31397277,-0.6493274,-0.40141737,0.34701008,0.40149596,0.06427852,0.0018045008,0.49453917
2011-07-22,0.14839329,0.06763402,-0.8413562,0.33100146,-0.010072023,0.2635574,-0.59085727,-0.37086332,0.3470361,0.40034735,0.087704144,0.023425624,0.45559144
2011-07-25,0.15708105,0.05486791,-0.8758847,0.32514232,-0.0052185208,0.28229997,-0.63718563,-0.37316975,0.30622217,0.36023605,0.063178115,-0.02452603,0.48086172
2011-07-26,0.15467761,0.03701064,-0.90630656,0.3387047,-0.026451088,0.33942446,-0.66976863,-0.37375194,0.30355003,0.3581671,0.07880423,0.015626118,0.52446645
2011-07-27,0.15288727,-0.04233192,-0.99633664,0.3739985,0.031949252,0.49311242,-0.9280716,-0.40238988,0.35211846,0.41001838,0.33199498,0.25319076,0.7455701
2011-07-28,0.16191973,-0.06075549,-1.0257041,0.37101743,-0.011372313,0.5799699,-0.97642547,-0.40754715,0.3611717,0.41984388,0.11435918,-0.21763581,0.82472676
2011-07-29,0.1708654,-0.05753842,-1.0285652,0.352297,-0.00884328,0.6382598,-1.0384328,-0.41093132,0.3838711,0.44392604,0.08780372,-0.026555456,0.87775993
2011-08-01,0.17269726,-0.023254499,-0.9958871,0.3040103,-0.009897001,0.65896183,-1.111799,-0.4333901,0.4220813,0.4833402,0.104378544,0.016574822,0.89177096
2011-08-02,0.15251611,-0.029937714,-0.9920084,0.23993911,0.0298585,0.70268655,-1.2734725,-0.44450507,0.47550857,0.5401826,0.18527368,0.08089513,0.997203
2011-08-03,0.15884082,-0.011755973,-0.94179744,0.18516135,-0.005316235,0.71830165,-1.2884681,-0.46470034,0.5041389,0.56858915,0.08947698,-0.0957967,0.9896439
2011-08-04,0.09798159,-0.0039520115,-0.85264426,0.10334468,0.08041544,0.8046088,-1.5699127,-0.43356466,0.7167157,0.78807515,0.33672884,0.24725187,1.1964991
2011-08-05,0.10714875,0.008177966,-0.78877705,0.039937973,0.003993489,1.000696,-1.7557666,-0.48204088,0.78054494,0.85673225,0.29918677,-0.037542075,1.4396477
2011-08-08,0.020471409,0.04180135,-0.59998167,-0.06229955,0.10240415,1.1850948,-1.9629631,-0.4109097,1.3228464,1.4061831,0.3826452,0.08345842,1.6892902
2011-08-09,-0.0251887,0.027507797,-0.6090918,-0.10351828,0.061796308,1.2867956,-2.1540542,-0.4829011,1.505118,1.5935469,0.2403367,-0.14230849,1.9103916
2011-08-10,-0.06807937,0.04693435,-0.4650947,-0.24178225,0.084584266,1.3937355,-2.2786622,-0.42682537,1.6870999,1.7816722,0.2696223,0.029285595,2.0862954
2011-08-11,-0.15771551,0.07634188,-0.36237082,-0.28783017,0.085859254,1.5347054,-2.4979882,-0.3751647,1.7896018,1.8900651,0.30367565,0.034053355,2.3522174
2011-08-12,-0.2145697,0.053344235,-0.40660307,-0.36116672,0.018511131,1.6684175,-2.6490815,-0.3398591,1.831594,1.9364979,0.2399716,-0.06370406,2.5574214
2011-08-15,-0.27616477,0.07188292,-0.38078192,-0.40406755,0.0030743703,1.6615887,-2.7233133,-0.29338154,1.8302219,1.9365894,0.12083173,-0.119139865,2.6234727
2011-08-16,-0.277919,0.10581796,-0.29997984,-0.4606885,-0.021306701,1.6364632,-2.726701,-0.28751564,1.805168,1.9114895,0.11027777,-0.010553956,2.629069
2011-08-17,-0.29065543,0.12520717,-0.27985638,-0.4865221,-0.051857747,1.6494107,-2.760833,-0.28426626,1.7934875,1.9004275,0.06234617,-0.0479316,2.6712477
2011-08-18,-0.3088438,0.16502543,-0.11231752,-0.52168083,0.016043626,1.6526331,-2.737278,-0.25826165,1.885931,1.9944592,0.19254552,0.13019934,2.688296
2011-08-19,-0.2900073,0.13746925,-0.114328265,-0.49899992,-0.0061704665,1.807534,-2.8773687,-0.31226534,1.9092877,2.0227146,0.22059506,0.028049543,2.8775542
2011-08-22,-0.27046466,0.13258852,-0.11690809,-0.525182,-0.02506674,1.8058164,-2.8761086,-0.3343078,1.9465568,2.0595398,0.044106346,-0.17648871,2.8798382
2011-08-23,-0.3429935,0.13278516,-0.14456695,-0.501485,0.004723206,1.7359533,-2.8604546,-0.27692443,1.9953485,2.1063187,0.12606834,0.08196199,2.824792
2011-08-24,-0.32135254,0.1406117,-0.14103,-0.5377511,-0.015598536,1.6665766,-2.8045473,-0.2886545,2.017401,2.126026,0.10171844,-0.024349898,2.7491488
2011-08-25,-0.30151862,0.18932743,-0.018200357,-0.5606724,-0.0039547533,1.6293955,-2.7868097,-0.29197836,2.0071037,2.1153576,0.14220689,0.04048845,2.7406561
2011-08-26,-0.33876872,0.20966418,-0.00049451366,-0.5387746,0.013847627,1.6272869,-2.812995,-0.27149388,2.0210145,2.1289465,0.06340991,-0.07879698,2.7622023
2011-08-29,-0.36687142,0.22445692,-0.0041695423,-0.5266304,0.03431967,1.5360948,-2.7452877,-0.24511033,2.0581727,2.1619418,0.12322765,0.05981774,2.6618211
2011-08-30,-0.3327391,0.27918777,0.08522636,-0.57918406,0.017434344,1.448272,-2.6672983,-0.2624005,2.051373,2.1518013,0.17115268,0.047925033,2.5876179
2011-08-31,-0.3515001,0.419325,0.15108469,-0.66787267,0.0023372546,1.3570474,-2.6109533,-0.24620983,2.0547564,2.1548793,0.21019073,0.039038047,2.5531254
2011-09-01,-0.3539685,0.4891206,0.258031,-0.7271873,0.0032956824,1.275475,-2.581845,-0.25021437,2.0511856,2.1520622,0.16538309,-0.044807643,2.5532877
2011-09-02,-0.3765633,0.44038987,0.3590557,-0.696398,0.04533933,1.3074523,-2.616352,-0.24776557,2.0309687,2.1331048,0.1342614,-0.031121686,2.6176207
2011-09-06,-0.35858604,0.46048152,0.42795303,-0.70070636,0.033955634,1.3321502,-2.6535487,-0.24690768,2.0264208,2.1299477,0.087270625,-0.046990775,2.6816256
2011-09-07,-0.4051442,0.4630531,0.4245372,-0.684273,0.05716762,1.3413768,-2.6544344,-0.22780329,2.0432508,2.146171,0.05869998,-0.028570645,2.6874552
2011-09-08,-0.27743387,0.85984176,0.9227038,-1.1089243,-0.087332845,0.6822053,-2.3730125,-0.14406675,2.436386,2.5308082,1.069508,1.010808,2.7272158
2011-09-09,-0.2999763,0.90419734,1.018828,-1.14241,-0.0875425,0.6437224,-2.3758433,-0.09571618,2.3707435,2.4673939,0.12908722,-0.94042075,2.8053901
2011-09-12,-0.26769674,0.8728097,1.0108026,-1.1299956,-0.095654644,0.6990028,-2.3978684,-0.13054678,2.286842,2.3829088,0.08405762,-0.045029603,2.8070467
2011-09-13,-0.2573372,0.8343913,0.9259845,-1.0966618,-0.110934824,0.69335306,-2.3682632,-0.13372788,2.2241004,2.3169324,0.10507396,0.021016337,2.7153668
2011-09-14,-0.2785151,0.92502487,0.9795246,-1.1888912,-0.11982238,0.5938002,-2.2930908,-0.129697,2.1633823,2.258396,0.18892498,0.083851025,2.749177
2011-09-15,-0.24211836,0.89898133,0.89923865,-1.189823,-0.1428169,0.51384676,-2.2030551,-0.1666202,2.116024,2.2077787,0.15760945,-0.031315535,2.629456
2011-09-16,-0.18913637,0.8662794,0.8653398,-1.2127392,-0.17583072,0.45122185,-2.1163003,-0.22111514,1.9915019,2.0816667,0.14511606,-0.012493387,2.5527446
2011-09-19,-0.1785828,0.8770891,0.8606005,-1.2205215,-0.18626127,0.4257756,-2.1327133,-0.20938873,1.9495955,2.0415652,0.03839862,-0.10671744,2.563228
2011-09-20,-0.15062049,0.8387777,0.78158057,-1.1892138,-0.21251595,0.4580795,-2.1402936,-0.22969824,1.5148802,1.605874,0.108059034,0.06966041,2.5011542
2011-09-21,-0.19558257,0.76593906,0.77985656,-1.0960405,-0.17725797,0.5365292,-2.2796514,-0.15868658,1.3964318,1.4881637,0.21879676,0.110737726,2.5334759
2011-09-22,-0.23455073,0.74308366,0.78809595,-1.0406846,-0.1450763,0.6552381,-2.4037235,-0.11635578,1.2666779,1.3603249,0.19361377,-0.025182992,2.6110704
2011-09-23,-0.2145648,0.6828493,0.66026664,-0.97532296,-0.16095039,0.7780188,-2.4912891,-0.13426492,1.1360776,1.2289009,0.2189878,0.025374025,2.5914214
2011-09-26,-0.24530657,0.69761676,0.6402962,-0.9564705,-0.14436673,0.7581102,-2.4787333,-0.106469125,1.0727174,1.164402,0.059321083,-0.15966672,2.566111
2011-09-27,-0.2474689,0.6897235,0.62267584,-0.9486606,-0.14284977,0.76144785,-2.4453335,-0.11295806,1.0433077,1.1335773,0.040119153,-0.01920193,2.5301263
2011-09-28,-0.25981665,0.6932659,0.6143077,-0.9441167,-0.13786502,0.76485765,-2.4792526,-0.08172402,1.0411419,1.1325767,0.049175534,0.009056382,2.5519674
2011-09-29,-0.24848561,0.68714833,0.61546844,-0.9407667,-0.13953525,0.7837955,-2.469966,-0.10754703,1.0355742,1.1262449,0.035956748,-0.013218787,2.545838
2011-09-30,-0.26862335,0.6817247,0.5801722,-0.932585,-0.13163961,0.78955626,-2.5125983,-0.06713416,0.90164506,0.9935949,0.07275957,0.03680282,2.5604866
2011-10-03,-0.2795607,0.69437134,0.6174645,-0.9242935,-0.111823216,0.82311034,-2.5584056,-0.059079204,0.8841445,0.9776078,0.07362601,0.0008664429,2.6189222
2011-10-04,-0.29328853,0.70349836,0.6627775,-0.9332293,-0.09802755,0.8043715,-2.5184526,-0.07857169,0.8637619,0.95612574,0.07016079,-0.0034652203,2.6124191
2011-10-05,-0.2942202,0.7863239,0.63386244,-1.0027429,-0.11668609,0.70279807,-2.388147,-0.082077295,0.8331006,0.92351717,0.20046514,0.13030435,2.5315964
2011-10-06,-0.27782828,0.82383496,0.659997,-1.0425026,-0.123397745,0.63226134,-2.3245816,-0.101353586,0.8250873,0.9154204,0.11563845,-0.08482669,2.512025
2011-10-07,-0.24343826,0.8134515,0.6451521,-1.0654747,-0.14968623,0.58430797,-2.270499,-0.13316198,0.80054027,0.8900522,0.0946884,-0.02095005,2.4652247
2011-10-10,-0.2457843,0.85543215,0.7021857,-1.0847739,-0.11878446,0.48454407,-2.2024474,-0.12815286,0.81530005,0.90448743,0.14476542,0.05007702,2.4553742
2011-10-11,-0.1901056,0.79583573,0.63711494,-1.0720246,-0.16725881,0.4779107,-2.1040127,-0.18925613,0.7935246,0.87927836,0.16390656,0.019141138,2.3335087
2011-10-12,-0.17648096,0.82214904,0.6618871,-1.0930023,-0.17111744,0.4106598,-2.0639257,-0.19677448,0.79132295,0.8779872,0.0901821,-0.073724456,2.33086
2011-10-13,-0.14287329,0.7967837,0.6328812,-1.0853436,-0.19128582,0.35543916,-1.9863961,-0.22559133,0.7775661,0.8628711,0.113886856,0.023704752,2.2524595
2011-10-14,-0.12195584,0.8101231,0.6102842,-1.0654699,-0.18181036,0.27580473,-1.8994641,-0.23344308,0.7776945,0.8611275,0.12478505,0.010898195,2.1759722
2011-10-17,-0.09221913,0.8055912,0.62812656,-1.0983851,-0.16868621,0.26729348,-1.9161348,-0.2449759,0.7976462,0.8830226,0.05442587,-0.070359185,2.2096593
2011-10-18,-0.105412036,0.83445436,0.6666852,-1.0765438,-0.15281092,0.29420665,-1.9348392,-0.24769133,0.80830383,0.89368653,0.06560883,0.01118296,2.2389746
2011-10-19,-0.1116012,0.70608884,0.600828,-1.0176913,-0.15926625,0.41865075,-2.032878,-0.2523109,0.7671402,0.85101604,0.22243592,0.15682709,2.2093198
2011-10-20,-0.14189124,0.6834427,0.5458227,-0.97455335,-0.17549637,0.5261031,-2.1207447,-0.2238462,0.7467743,0.8303249,0.1632698,-0.05916612,2.2267313
2011-10-21,-0.16103525,0.7703715,0.5152274,-0.98962224,-0.16822658,0.4452553,-2.017744,-0.20657897,0.7354038,0.81744385,0.16304217,-0.00022763014,2.1623418
