,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,recon_error,vae_anomaly,latent_velocity,latent_acceleration,crisis_distance
2017-05-15,-0.11678018,-0.11335686,-1.8276694,1.0869162,-0.1217151,-0.700169,1.0732901,0.34362477,0.40543127,0.46218914,0.041865703,0.0016928241,2.5855522
2017-05-16,-0.11373766,-0.115544036,-1.8457465,1.0907658,-0.12636052,-0.70059997,1.0747223,0.34365585,0.4034026,0.4604339,0.019479755,-0.022385947,2.5971274
2017-05-17,-0.08220686,-0.20752083,-1.9134672,1.1109821,-0.056223277,-0.5994951,0.761877,0.29038304,0.5309049,0.5875288,0.36097133,0.34149158,2.4100103
2017-05-18,-0.035026,-0.18343587,-1.850859,1.109139,-0.13616595,-0.4006647,0.7457348,0.21590248,0.5399163,0.59481317,0.24178831,-0.11918302,2.2902954
2017-05-19,-0.032621756,-0.1426162,-1.7755302,1.0918797,-0.14844961,-0.42634153,0.86037666,0.21490887,0.55443937,0.6086196,0.14696349,-0.09482482,2.315833
2017-05-22,-0.035094127,-0.11399087,-1.7521741,1.06755,-0.14273627,-0.511808,0.9607304,0.24076428,0.55094504,0.60551596,0.14156093,-0.005402565,2.3848464
2017-05-23,-0.041977838,-0.100035,-1.7632668,1.0698237,-0.14053306,-0.5736452,1.0161114,0.27008832,0.5245168,0.5798708,0.09014442,-0.05141651,2.450811
2017-05-24,-0.07678498,-0.09333202,-1.7834053,1.0870551,-0.15243043,-0.6502856,1.1149778,0.32004017,0.48941675,0.5460116,0.14228146,0.05213704,2.5690303
2017-05-25,-0.09882586,-0.11597252,-1.847329,1.142296,-0.1413828,-0.7194417,1.181727,0.36433592,0.42366266,0.48265117,0.13949329,-0.0027881712,2.7002997
2017-05-26,-0.124416396,-0.12375221,-1.8986177,1.1677917,-0.15628746,-0.7644142,1.2484158,0.40435076,0.36803675,0.4286455,0.11085675,-0.028636537,2.8052127
2017-05-30,-0.13408081,-0.14663826,-1.9512746,1.2022445,-0.14941224,-0.79489064,1.262741,0.429024,0.34917885,0.4114121,0.07979334,-0.031063408,2.8712819
2017-05-31,-0.14388622,-0.15472116,-1.9849007,1.2276776,-0.1517533,-0.79795223,1.2867733,0.4376155,0.33440945,0.39759383,0.0510417,-0.028751642,2.9175901
2017-06-01,-0.1491796,-0.16403642,-1.9914525,1.2508793,-0.1411879,-0.80411905,1.3158644,0.43865022,0.31640527,0.38033774,0.041146804,-0.009894896,2.9524975
2017-06-02,-0.15060388,-0.16139643,-1.9938118,1.2467567,-0.14537731,-0.8287889,1.3328444,0.44781938,0.30302167,0.36732352,0.03209523,-0.0090515725,2.9734566
2017-06-05,-0.15172078,-0.16573386,-2.0119464,1.2440133,-0.15095665,-0.8358253,1.3260981,0.45846662,0.28814209,0.35268834,0.024412436,-0.0076827947,2.9819844
2017-06-06,-0.150651,-0.17541741,-2.0303535,1.2565652,-0.14787126,-0.8297243,1.3201104,0.4590121,0.2561475,0.3210693,0.025964953,0.0015525166,2.9908133
2017-06-07,-0.15305372,-0.17367871,-2.0372188,1.2588711,-0.15307009,-0.82214606,1.3292961,0.45976958,0.25370815,0.31870887,0.01518727,-0.010777683,2.9988332
2017-06-08,-0.15996726,-0.16882786,-2.031139,1.2557518,-0.15725961,-0.82468235,1.3413694,0.4643829,0.2528062,0.31771633,0.017579941,0.002392671,3.00446
2017-06-09,-0.15598197,-0.18247725,-2.0471675,1.2853516,-0.13559096,-0.85770744,1.330441,0.46689716,0.25170264,0.3178041,0.054965366,0.037385426,3.0288115
2017-06-12,-0.15247361,-0.19821177,-2.086024,1.2784052,-0.14724827,-0.8101537,1.2934787,0.45730874,0.2547426,0.3205188,0.07532172,0.020356353,3.0053873
2017-06-13,-0.16049574,-0.18252634,-2.0536044,1.2663654,-0.16092339,-0.7793598,1.3231984,0.44832572,0.254707,0.31948924,0.060046725,-0.015274994,2.9911406
2017-06-14,-0.15761618,-0.18439333,-2.0606198,1.2744477,-0.14641179,-0.81326205,1.3198928,0.45784616,0.2528303,0.31820825,0.0398476,-0.020199124,3.0080993
2017-06-15,-0.15155046,-0.19260259,-2.0733857,1.2793052,-0.1468181,-0.8013701,1.3032447,0.4520412,0.25314784,0.31863004,0.027261466,-0.012586135,3.0010257
2017-06-16,-0.15703224,-0.1789736,-2.0564654,1.2615366,-0.16142167,-0.78880453,1.3176366,0.45158094,0.25325373,0.3180452,0.037367318,0.010105852,2.9900773
2017-06-19,-0.14632405,-0.19309719,-2.0621705,1.2754647,-0.14251146,-0.7909112,1.3082335,0.443502,0.2546669,0.31977308,0.03250234,-0.0048649795,2.9917607
2017-06-20,-0.1289215,-0.21044166,-2.0928223,1.2840328,-0.14594519,-0.77231675,1.2661889,0.4359782,0.25601906,0.3213942,0.061632216,0.029129878,2.9771724
2017-06-21,-0.12704988,-0.19438292,-2.0762653,1.2612357,-0.16504447,-0.76263225,1.2755184,0.4307536,0.2580674,0.32273322,0.040350184,-0.021282032,2.9601312
2017-06-22,-0.13408394,-0.18030883,-2.0537076,1.2472477,-0.16385418,-0.7669847,1.2912701,0.4327714,0.25789258,0.32206082,0.034994613,-0.0053555705,2.953966
2017-06-23,-0.14780317,-0.1594289,-2.0126312,1.2361112,-0.15162021,-0.79558736,1.323801,0.43671307,0.2597517,0.32356745,0.066910855,0.031916242,2.9588141
2017-06-26,-0.15818925,-0.15073396,-1.9977329,1.2338084,-0.14360115,-0.82712954,1.336779,0.4487124,0.26082548,0.32479355,0.042218015,-0.02469284,2.9717152
2017-06-27,-0.12971576,-0.21291532,-2.0868592,1.2844636,-0.13281187,-0.7972465,1.2514725,0.44303364,0.2725374,0.33811367,0.15331528,0.11109726,2.9743063
2017-06-28,-0.1477059,-0.17539732,-2.023064,1.2580981,-0.14329366,-0.79064566,1.3221133,0.4294812,0.27221027,0.33665878,0.10873573,-0.044579543,2.9697967
2017-06-29,-0.12429048,-0.23610981,-2.1173186,1.324961,-0.11586814,-0.79669017,1.2250926,0.43923283,0.15436625,0.22108506,0.16699004,0.05825431,2.9909704
2017-06-30,-0.122324124,-0.21745826,-2.1115801,1.2837622,-0.16438675,-0.7371852,1.2475617,0.4225665,0.13436392,0.19975689,0.09359239,-0.07339765,2.962221
2017-07-03,-0.122192994,-0.21714108,-2.117605,1.2821794,-0.16120245,-0.7347271,1.25154,0.42853254,0.12099542,0.18642187,0.010321048,-0.08327134,2.9676185
2017-07-05,-0.12370862,-0.20470054,-2.099302,1.2717129,-0.16314985,-0.74219507,1.2682877,0.4300507,0.11897911,0.18414359,0.030723954,0.020402905,2.9659262
2017-07-06,-0.10031904,-0.24792658,-2.1389587,1.2917907,-0.14210582,-0.6956251,1.1644723,0.4114002,0.14855476,0.21391517,0.13464175,0.1039178,2.915168
2017-07-07,-0.10886167,-0.19899686,-2.0561917,1.2529634,-0.17326094,-0.68048716,1.2365321,0.3974035,0.15373379,0.21739167,0.13195963,-0.0026821196,2.8894675
2017-07-10,-0.106589034,-0.18580528,-2.0425735,1.2390453,-0.16586256,-0.7032831,1.2444892,0.4056814,0.15600497,0.21946815,0.035560973,-0.09639866,2.888627
2017-07-11,-0.107048556,-0.17152701,-2.0141368,1.2327183,-0.16054064,-0.7153374,1.2523539,0.40362436,0.15561268,0.21872093,0.035950914,0.00038994104,2.8782568
2017-07-12,-0.1151699,-0.15796681,-1.9720887,1.2199469,-0.14988756,-0.7178506,1.2685062,0.39779517,0.15545045,0.2178207,0.0509477,0.014996786,2.8612075
2017-07-13,-0.1276197,-0.1334098,-1.9343143,1.1958603,-0.1534773,-0.75314933,1.2902937,0.4101923,0.15792969,0.21972245,0.06820841,0.017260712,2.8599856
2017-07-14,-0.14012547,-0.12934265,-1.916227,1.2058089,-0.13807638,-0.7884023,1.3087022,0.41988054,0.16175531,0.22383939,0.050117437,-0.018090975,2.881074
2017-07-17,-0.13821803,-0.13348733,-1.9345219,1.1977131,-0.14608248,-0.7865527,1.2840012,0.42624044,0.16478471,0.2267411,0.03375157,-0.016365867,2.8710866
2017-07-18,-0.14093776,-0.13773409,-1.9459181,1.2054462,-0.14564939,-0.7808334,1.2806668,0.42661163,0.16532744,0.22741304,0.016101537,-0.017650032,2.8759549
2017-07-19,-0.1438209,-0.14580117,-1.9502013,1.2127032,-0.14066473,-0.77127564,1.2805244,0.42203954,0.16653925,0.22870673,0.016778627,0.00067709014,2.8775208
2017-07-20,-0.1491359,-0.13579161,-1.947959,1.2017145,-0.14924714,-0.7873726,1.2943338,0.43023682,0.16965608,0.23178004,0.029066922,0.012288295,2.8879836
2017-07-21,-0.15712272,-0.13365212,-1.944436,1.1976231,-0.15108776,-0.80238235,1.3049479,0.44124112,0.17249997,0.2346858,0.023663277,-0.0054036453,2.8995852
2017-07-24,-0.15908544,-0.14159767,-1.9593289,1.2068713,-0.14743,-0.8102122,1.3026712,0.4483481,0.1722033,0.23478693,0.022465302,-0.0011979751,2.9136493
2017-07-25,-0.16121922,-0.14863259,-1.9725716,1.2150251,-0.14629441,-0.8086812,1.3036349,0.4514407,0.16974352,0.23263897,0.017607482,-0.0048578195,2.9247484
2017-07-26,-0.16205533,-0.15234946,-1.9866819,1.2165256,-0.15210171,-0.8137534,1.3029153,0.4581108,0.16854621,0.23172644,0.017897695,0.00029021315,2.9354076
2017-07-27,-0.15615876,-0.17144139,-2.0205562,1.2473812,-0.13894957,-0.82693356,1.2867907,0.45959538,0.17039818,0.23477715,0.055746846,0.03784915,2.959195
2017-07-28,-0.15299924,-0.18065369,-2.045307,1.238946,-0.15635765,-0.788626,1.2766855,0.45304778,0.17132796,0.2354883,0.051904686,-0.00384216,2.9489481
2017-07-31,-0.15296917,-0.18160816,-2.0530212,1.2402849,-0.16158018,-0.7790857,1.284879,0.45286736,0.17143194,0.23559873,0.015737632,-0.036167055,2.9558842
2017-08-01,-0.15577812,-0.18227725,-2.0562797,1.2398927,-0.1630799,-0.7767928,1.2936709,0.45647153,0.17228176,0.2365061,0.010812205,-0.004925427,2.9635034
2017-08-02,-0.15125968,-0.18618982,-2.0667331,1.2488257,-0.15954374,-0.7920666,1.2944858,0.46003854,0.16865532,0.23340818,0.021999467,0.011187262,2.9784937
2017-08-03,-0.14399837,-0.19779341,-2.0842414,1.2492898,-0.16773355,-0.7683481,1.2804111,0.45472413,0.168874,0.23362835,0.036743756,0.014744289,2.9710143
2017-08-04,-0.14990835,-0.18348847,-2.0603044,1.2387433,-0.17301634,-0.7761854,1.3067094,0.4578955,0.17022629,0.23468827,0.04140959,0.004665833,2.9740539
2017-08-07,-0.14886408,-0.18019286,-2.0542357,1.2338463,-0.1715472,-0.7895428,1.3155237,0.4623503,0.17142957,0.23590143,0.018731734,-0.022677856,2.9797516
2017-08-08,-0.11893074,-0.21959572,-2.1059926,1.2621785,-0.16527304,-0.7832447,1.2526453,0.45070723,0.19035554,0.25593337,0.10049067,0.08175893,2.9747603
2017-08-09,-0.116674915,-0.21941645,-2.1134098,1.2526255,-0.18796101,-0.74342513,1.2538295,0.44009483,0.19226295,0.2574786,0.04863915,-0.05185152,2.9616811
2017-08-10,-0.112037554,-0.29200464,-2.193179,1.2843437,-0.09696327,-0.6878609,1.0483633,0.4125961,0.33813384,0.40342805,0.258844,0.21020484,2.8754714
2017-08-11,-0.07830383,-0.26477832,-2.1327708,1.2471194,-0.18166897,-0.4970955,1.0494078,0.345257,0.3541722,0.41652417,0.23455526,-0.024288729,2.758477
2017-08-14,-0.07488759,-0.21749412,-2.0291598,1.2310845,-0.18648775,-0.4927026,1.1221416,0.3307714,0.37472463,0.4354295,0.13704881,-0.09750645,2.7302208
2017-08-15,-0.053470835,-0.18289424,-1.9852033,1.185353,-0.17598504,-0.56203455,1.1577102,0.33605072,0.37573802,0.4362548,0.10903939,-0.028009422,2.7249753
2017-08-16,-0.04645185,-0.16192277,-1.9461892,1.1715062,-0.17094316,-0.5710966,1.1618242,0.32844374,0.375953,0.4359174,0.048838895,-0.060200494,2.7000985
2017-08-17,-0.0110691935,-0.20605038,-1.92526,1.1641294,-0.10542706,-0.50461376,0.9410362,0.2788708,0.42733762,0.48613596,0.2522078,0.20336889,2.5179183
2017-08-18,0.019054517,-0.16583152,-1.832475,1.1166531,-0.18218109,-0.38329673,0.9543163,0.21891426,0.4397097,0.496032,0.19434042,-0.057867363,2.413495
2017-08-21,0.030167565,-0.13283722,-1.7652446,1.0716227,-0.18758881,-0.38480586,0.9732535,0.21037614,0.4483472,0.5034732,0.09067973,-0.103660695,2.3680637
2017-08-22,0.024479464,-0.108218715,-1.6948699,1.065392,-0.16983786,-0.42808247,1.0135006,0.20651637,0.45827866,0.512784,0.09722415,0.006544426,2.365038
2017-08-23,0.04937978,-0.08676405,-1.6503346,1.010092,-0.16519211,-0.44222388,0.95203966,0.19635756,0.46264938,0.51641065,0.10111388,0.0038897246,2.2777834
2017-08-24,0.046953335,-0.06512682,-1.6079665,0.98878634,-0.17629343,-0.43527296,0.9408539,0.189076,0.46222264,0.5151933,0.055432286,-0.045681592,2.2364066
2017-08-25,0.028436348,-0.04518812,-1.585531,0.97661364,-0.18255983,-0.4537156,0.96393687,0.20189172,0.46272692,0.5151018,0.04968323,-0.0057490543,2.2430677
2017-08-28,0.030010864,-0.03311853,-1.5604182,0.9577414,-0.17364597,-0.47799125,0.9461375,0.20509477,0.46178976,0.51381075,0.04616068,-0.0035225525,2.2174065
2017-08-29,0.033309117,-0.027755037,-1.5332823,0.9478812,-0.16423947,-0.49061245,0.91785556,0.1945726,0.46264812,0.5144701,0.045073155,-0.001087524,2.1820514
2017-08-30,0.019439057,-0.028333426,-1.5322893,0.9467299,-0.16432439,-0.49114287,0.923145,0.1965708,0.46520102,0.51678526,0.015075948,-0.029997207,2.1853986
2017-08-31,0.0060682744,-0.024075948,-1.5281043,0.9453199,-0.15991332,-0.515911,0.9437478,0.20686172,0.46815723,0.51960444,0.037144344,0.022068396,2.206695
2017-09-01,-0.012340978,-0.012293696,-1.5296724,0.9371064,-0.16201533,-0.5533566,0.96369964,0.23033498,0.47150168,0.5228409,0.053882316,0.016737971,2.233904
2017-09-05,0.028069988,-0.042045705,-1.5133774,0.9398879,-0.12408929,-0.54054785,0.8470852,0.18764989,0.48846197,0.5399768,0.14076537,0.08688305,2.1340284
2017-09-06,0.014012501,-0.032209665,-1.5412076,0.9369886,-0.15555951,-0.48107082,0.87867975,0.18242943,0.49009433,0.5411618,0.08142877,-0.059336595,2.1478813
2017-09-07,0.012659058,-0.025454074,-1.5399715,0.92469263,-0.15408866,-0.47982097,0.87642163,0.18732974,0.49004737,0.5408537,0.01526519,-0.066163585,2.1406758
2017-09-08,0.023535982,-0.0317908,-1.5409842,0.9156425,-0.15058352,-0.46503255,0.84896576,0.17687479,0.49085414,0.541562,0.036544573,0.021279383,2.112352
2017-09-11,0.0017068535,-0.027646542,-1.526001,0.9385042,-0.13825148,-0.47420126,0.89399767,0.17851712,0.49920774,0.54981536,0.059224606,0.022680033,2.1487646
2017-09-12,0.0028216094,-0.01440037,-1.5171268,0.91467166,-0.14042583,-0.5059529,0.8917824,0.18812011,0.50008005,0.5504962,0.043971177,-0.015253428,2.1443017
2017-09-13,-0.007524237,-0.009127878,-1.5242405,0.9121052,-0.1377619,-0.513327,0.8836647,0.19506909,0.5006788,0.55091137,0.01917514,-0.024796037,2.1434925
2017-09-14,-0.015621677,-0.011125065,-1.5370226,0.9139689,-0.13333157,-0.52495813,0.8833164,0.20144466,0.5008636,0.5511489,0.020786848,0.0016117077,2.1545224
2017-09-15,-0.030899927,-0.011758678,-1.5502546,0.92149913,-0.1273811,-0.54272497,0.8998029,0.2121613,0.5012282,0.55165505,0.034689143,0.013902295,2.1827352
2017-09-18,-0.04687451,-0.015284777,-1.5637829,0.9244511,-0.12188205,-0.5647319,0.90324575,0.2240386,0.50272167,0.5533336,0.03356812,-0.0011210218,2.2022016
2017-09-19,-0.060761765,-0.025011167,-1.5981579,0.9301455,-0.12335333,-0.5873156,0.91676956,0.2404463,0.504693,0.5556716,0.049657,0.016088877,2.2413785
2017-09-20,-0.088441476,-0.033198625,-1.6389542,0.9597559,-0.11661567,-0.6297657,0.95928174,0.2699454,0.49040776,0.54229003,0.08887745,0.03922045,2.3223236
2017-09-21,-0.10139279,-0.05262366,-1.6802498,0.98603475,-0.112020716,-0.66403705,0.9955544,0.29265544,0.4765046,0.5294601,0.07725327,-0.01162418,2.3948991
2017-09-22,-0.11882429,-0.06910308,-1.7422322,1.026414,-0.12436067,-0.72147924,1.0791416,0.33765665,0.33132094,0.38625968,0.13605714,0.05880387,2.5280235
2017-09-25,-0.11661498,-0.1100297,-1.829386,1.0916685,-0.12188326,-0.75501776,1.1243385,0.36392865,0.29554483,0.35315356,0.1319005,-0.004156634,2.645178
2017-09-26,-0.13021462,-0.12384291,-1.8899796,1.1248263,-0.14317296,-0.7577996,1.1864429,0.38999027,0.27136996,0.33055297,0.100717075,-0.031183429,2.7375557
2017-09-27,-0.13990913,-0.13612075,-1.9176943,1.1628816,-0.13639724,-0.7842099,1.2397251,0.4080174,0.26596534,0.32669824,0.07980245,-0.020914622,2.8154597
2017-09-28,-0.1510865,-0.13396725,-1.9316161,1.1692793,-0.14789021,-0.8077654,1.2841194,0.42939442,0.26191226,0.32341042,0.058983847,-0.020818606,2.867733
2017-09-29,-0.15532558,-0.14926341,-1.9623146,1.2062778,-0.14113736,-0.833651,1.3229203,0.44480932,0.17749375,0.2405526,0.07086628,0.011882432,2.9362323
2017-10-02,-0.15984164,-0.15648757,-1.98757,1.223496,-0.14421305,-0.8418312,1.3446268,0.45582744,0.15785725,0.22180277,0.040936895,-0.029929385,2.97562
2017-10-03,-0.1619006,-0.16069138,-2.00618,1.2309945,-0.14905202,-0.84643245,1.3534067,0.46408296,0.14656666,0.21097945,0.024785034,-0.01615186,2.9972882
2017-10-04,-0.16358472,-0.1669402,-2.0261087,1.242117,-0.15174605,-0.85067433,1.3582629,0.47217724,0.13590476,0.20088512,0.026021155,0.0012361202,3.0183673
2017-10-05,-0.16848098,-0.16296178,-2.0102208,1.2468057,-0.14648542,-0.85635537,1.3822738,0.47033584,0.1310026,0.19608349,0.030888094,0.004866939,3.0298636
2017-10-06,-0.15932332,-0.17160174,-2.0330367,1.246132,-0.1523928,-0.86518216,1.3682775,0.4757304,0.1290737,0.19450751,0.031895738,0.0010076445,3.0359707
2017-10-09,-0.14442416,-0.20353429,-2.0943675,1.2714227,-0.16024245,-0.8340386,1.3309603,0.47127113,0.13022143,0.19647892,0.08992642,0.058030684,3.042974
2017-10-10,-0.14996837,-0.19875856,-2.0929368,1.2710805,-0.16955283,-0.811756,1.3463757,0.46570238,0.12927756,0.19530512,0.030125637,-0.059800785,3.0437634
2017-10-11,-0.15180819,-0.18885018,-2.0758672,1.2591369,-0.16956979,-0.82237434,1.3652296,0.46509773,0.12753741,0.19330128,0.03168856,0.0015629232,3.045414
2017-10-12,-0.14974253,-0.19165759,-2.0793712,1.2591659,-0.17022942,-0.8276169,1.3635025,0.4680238,0.12654518,0.19244246,0.007993225,-0.023695335,3.0486286
2017-10-13,-0.16035081,-0.17464551,-2.0498855,1.2473245,-0.16894713,-0.8350946,1.3831038,0.46800017,0.12598465,0.19137807,0.0430505,0.035057276,3.0436895
2017-10-16,-0.15073575,-0.19408874,-2.0838225,1.2655755,-0.16622469,-0.8271173,1.3579272,0.4689193,0.12344508,0.18938172,0.05158551,0.008535009,3.049786
2017-10-17,-0.13990311,-0.21455826,-2.1242192,1.2744187,-0.17958443,-0.7980875,1.3239862,0.4647007,0.113042146,0.17914665,0.06661416,0.015028648,3.0435064
2017-10-18,-0.14846568,-0.20215149,-2.1051102,1.2654545,-0.18384776,-0.7933604,1.3415838,0.4631328,0.11710067,0.18276237,0.032022085,-0.034592073,3.0390503
2017-10-19,-0.14980267,-0.2002634,-2.104194,1.2758498,-0.17285511,-0.81465864,1.3496814,0.46802902,0.11948757,0.18568355,0.027897129,-0.004124956,3.0551114
2017-10-20,-0.15028937,-0.2046646,-2.1044405,1.2789618,-0.16454029,-0.8030236,1.3459998,0.46109512,0.11907946,0.18522128,0.017190002,-0.010707127,3.0490997
2017-10-23,-0.12697493,-0.24491401,-2.170766,1.3025416,-0.1646911,-0.78487957,1.2749285,0.4570003,0.13942422,0.20644832,0.11187412,0.09468412,3.0441113
2017-10-24,-0.13038574,-0.24140598,-2.1767302,1.2934871,-0.18521343,-0.74351805,1.2725396,0.44940215,0.15587495,0.22229189,0.048341215,-0.063532904,3.0282717
2017-10-25,-0.13090588,-0.24370609,-2.177046,1.314487,-0.165624,-0.7559881,1.2764033,0.45181614,0.16786002,0.2349845,0.031727925,-0.01661329,3.0430412
2017-10-26,-0.12943827,-0.23856194,-2.1763432,1.2942531,-0.17831638,-0.73704165,1.2789793,0.4452485,0.17924154,0.24577051,0.031754598,2.6673079e-05,3.0289385
2017-10-27,-0.14987116,-0.19705762,-2.0861242,1.2774035,-0.1620791,-0.7725488,1.3529251,0.44303638,0.18595463,0.2516725,0.13251705,0.10076246,3.0294356
2017-10-30,-0.13712071,-0.21104683,-2.115801,1.2850895,-0.15031421,-0.80422795,1.3238975,0.45474285,0.18846782,0.25504014,0.05847811,-0.074038945,3.0414803
2017-10-31,-0.14415891,-0.19169776,-2.0904448,1.2644731,-0.16685212,-0.78915423,1.3403397,0.45017493,0.1881374,0.25378102,0.047789447,-0.0106886625,3.0241637
2017-11-01,-0.145579,-0.19004853,-2.0846689,1.2694029,-0.15760149,-0.81088716,1.3460591,0.45817235,0.18483804,0.2507791,0.02677621,-0.021013238,3.0351427
2017-11-02,-0.15073954,-0.17414688,-2.0554059,1.2561104,-0.1584309,-0.8307702,1.3679998,0.46053028,0.18348065,0.2491327,0.046855997,0.020079788,3.0355747
2017-11-03,-0.16874991,-0.14604785,-1.983763,1.2264204,-0.15575173,-0.85943717,1.4065576,0.4647841,0.18866028,0.25335413,0.09727229,0.050416294,3.0245452
2017-11-06,-0.16231625,-0.15441965,-1.9970641,1.2300594,-0.15294719,-0.87854344,1.392885,0.475279,0.19017027,0.25524157,0.031171132,-0.06610116,3.0321488
2017-11-07,-0.15374027,-0.17013693,-2.0291874,1.2448827,-0.15539902,-0.8730874,1.3788776,0.47424006,0.19129653,0.25694782,0.04248863,0.011317499,3.0427804
2017-11-08,-0.15793635,-0.16987406,-2.0324173,1.2414479,-0.16284817,-0.85746694,1.385911,0.47306472,0.1924415,0.2579587,0.0197546,-0.022734031,3.042639
2017-11-09,-0.1442434,-0.20135899,-2.0867536,1.2762773,-0.14880987,-0.8542706,1.3565716,0.47059634,0.19374214,0.26051453,0.080115564,0.060360964,3.0638077
2017-11-10,-0.13320093,-0.22068842,-2.1319532,1.2700496,-0.16941097,-0.8075534,1.3251073,0.4590457,0.20479964,0.27141032,0.07942083,-0.00069473684,3.0484872
2017-11-13,-0.13529266,-0.22788487,-2.1556551,1.280152,-0.17477106,-0.77606785,1.3183699,0.45650035,0.21427445,0.2809831,0.042331386,-0.03708944,3.0509558
2017-11-14,-0.13161476,-0.23025198,-2.158142,1.279441,-0.17475453,-0.7630615,1.3193649,0.45092213,0.22322977,0.28987604,0.015069575,-0.027261812,3.0476246
2017-11-15,-0.11520626,-0.26109833,-2.2019532,1.2932551,-0.1540274,-0.7296611,1.2566822,0.43479332,0.25676483,0.32368642,0.095212616,0.08014304,3.025543
2017-11-16,-0.11969887,-0.23090176,-2.1418188,1.2797782,-0.17359227,-0.68981683,1.2881404,0.4168864,0.26691094,0.3324507,0.08950094,-0.0057116747,2.9897363
2017-11-17,-0.11543392,-0.2128553,-2.1143022,1.2541195,-0.1740075,-0.7113838,1.3056448,0.42018825,0.27023175,0.33528623,0.050418347,-0.039082594,2.9812667
2017-11-20,-0.12425424,-0.18671466,-2.0709043,1.2370013,-0.17572388,-0.7299239,1.3300805,0.4250693,0.26735014,0.33173788,0.06249123,0.012072884,2.972359
2017-11-21,-0.13419242,-0.16999692,-2.0232475,1.2366568,-0.15724373,-0.7647964,1.3571353,0.42876878,0.27041328,0.33461583,0.07037606,0.00788483,2.976087
2017-11-22,-0.13230534,-0.16296051,-2.014973,1.22557,-0.15732704,-0.78969646,1.3437021,0.43694445,0.27130392,0.3353671,0.03334324,-0.03703282,2.9674642
2017-11-24,-0.14096944,-0.15648091,-1.999805,1.2162662,-0.16311605,-0.79294074,1.3471639,0.44276646,0.271154,0.33488593,0.022882255,-0.010460986,2.961105
2017-11-27,-0.14124487,-0.15913898,-2.00775,1.2213757,-0.15932946,-0.8087311,1.3424561,0.45000356,0.27061564,0.33466518,0.020846706,-0.002035549,2.970553
2017-11-28,-0.13585888,-0.181845,-2.0300891,1.2638786,-0.13149826,-0.79803455,1.3275546,0.43693373,0.26850587,0.33341497,0.0642804,0.043433692,2.9830253
2017-11-29,-0.12317239,-0.18138187,-2.0446627,1.2421613,-0.15127026,-0.79371005,1.3102751,0.43134847,0.2597786,0.32445762,0.03980705,-0.024473347,2.967683
2017-11-30,-0.11522584,-0.20738448,-2.0819027,1.2731438,-0.1351655,-0.7469475,1.2652214,0.41729796,0.25949943,0.32454845,0.08808728,0.04828023,2.9536264
2017-12-01,-0.10446136,-0.20072348,-2.0682456,1.2793958,-0.135375,-0.75023884,1.2626411,0.40583506,0.2615472,0.3266663,0.023125304,-0.06496198,2.9448488
2017-12-04,-0.09635459,-0.20457022,-2.0742002,1.2562243,-0.14806524,-0.70569956,1.2336506,0.39169848,0.26386538,0.32820463,0.061951395,0.038826093,2.9039052
2017-12-05,-0.096159056,-0.19261731,-2.0420716,1.2347236,-0.15783158,-0.6942798,1.2455614,0.38472486,0.23707119,0.3005668,0.045318063,-0.016633332,2.8807313
2017-12-06,-0.0999801,-0.17528373,-2.0226023,1.2103171,-0.16827455,-0.69760245,1.2601948,0.38908994,0.21991174,0.2827057,0.040534753,-0.00478331,2.8712635
2017-12-07,-0.12212746,-0.15392329,-1.9801391,1.2031255,-0.16237369,-0.73683465,1.3039314,0.40483743,0.20939511,0.27196264,0.080848455,0.040313702,2.8902657
2017-12-08,-0.13598482,-0.14693011,-1.960784,1.2015357,-0.15203892,-0.7645069,1.3217715,0.41677663,0.20071135,0.26324028,0.044175293,-0.036673162,2.9032028
2017-12-11,-0.1430173,-0.1405489,-1.9531972,1.2025806,-0.14835903,-0.796296,1.3312591,0.43018365,0.19676635,0.25950634,0.037982617,-0.0061926767,2.9191208
2017-12-12,-0.1370432,-0.1533105,-1.9779284,1.2126245,-0.14463235,-0.80603224,1.3086085,0.43531707,0.19469938,0.25793526,0.039486,0.0015033819,2.9246993
2017-12-13,-0.13580291,-0.15877692,-1.9965708,1.2154433,-0.1526489,-0.7826377,1.2985729,0.42994428,0.19491623,0.25807714,0.03358653,-0.0058994703,2.919991
2017-12-14,-0.12937395,-0.17478597,-2.0218246,1.2312772,-0.14556329,-0.7659396,1.2760772,0.42529115,0.19612655,0.2597118,0.045197703,0.011611175,2.9185066
2017-12-15,-0.14030676,-0.15297884,-1.9646356,1.2229793,-0.14003085,-0.7745848,1.3212705,0.41310117,0.20371604,0.26663908,0.078935996,0.033738293,2.9158506
2017-12-18,-0.13507773,-0.15432043,-1.9680655,1.2127199,-0.13720427,-0.7839849,1.2985361,0.41720685,0.19814189,0.26092932,0.027860789,-0.051075205,2.9019165
2017-12-19,-0.12243043,-0.16189475,-1.9843407,1.2136868,-0.14004776,-0.78200084,1.2726527,0.41491264,0.19642098,0.25937837,0.034210697,0.006349908,2.8920515
2017-12-20,-0.13091536,-0.15027441,-1.9768126,1.2080858,-0.14940834,-0.7769038,1.2912502,0.41692787,0.19588727,0.25859123,0.027542653,-0.0066680443,2.8967226
