,vol_forecast_22d,vol_forecast_5d,vol_forecast_adaptive,har_rv_forecast,actual_rv_22d,actual_rv_5d,spike_label,vix_level,implied_vol,rv_1d,rv_5d,rv_22d,ci_lower_conformal,ci_upper_conformal,ci_lower_quantile,ci_upper_quantile,ci_width_conformal,ci_width_quantile,shock_score,effective_horizon,regime,regime_code,vol_spread,vol_spread_pct,spike_probability,direction,position_size,strategy,recommended_dte,strike_delta,conviction,pnl
2020-01-23,0.14474371903153227,0.09221739027842624,0.14474371903153227,0.09807864603108718,0.2022379881706323,0.14967974632906322,0,12.979999542236328,0.12979999542236328,0.0181021171267131,0.0683572136184817,0.072320472685069,0.1249806999247692,0.16450673813829533,0.078053646,0.19053987,0.03952603821352613,0.11248622,0.0,22.0,calm,1,0.014943723609168985,11.51288454251696,0.5763915840147811,1,0.06642468513078104,long_call_spread,30,0.16,0.13284937026156207,0.004811670859809569
2020-01-24,0.15154566120813573,0.12806454654570815,0.15154566120813573,0.10434137124850633,0.2002980137622098,0.1852843468989726,0,14.5600004196167,0.145600004196167,0.144192749448788,0.0730229449622945,0.0767894937105951,0.13178264210137267,0.1713086803148988,0.0885708,0.20724148,0.03952603821352613,0.11867067,0.0,22.0,calm,1,0.005945657011968725,4.083555522401041,0.6300430212095912,0,0.02505108003027526,flat,30,0.16,0.05010216006055052,0.0
2020-01-27,0.14838077140959868,0.15072083928424998,0.15055146376006087,0.12406147303960643,0.2461882964666286,0.1558617660539516,0,18.229999542236328,0.18229999542236328,0.2517022655162134,0.1313555041172777,0.0936363667850861,0.1307884446532978,0.17031448286682394,0.10021675,0.21938263,0.03952603821352613,0.11916588,0.9276193968457661,6.230470253621976,crisis,5,-0.031748531662302404,-17.415541667319054,0.6222011253863509,0,0.13321149898238857,flat,7,0.3,0.26642299796477714,0.0
2020-01-28,0.16074658333049244,0.17183998676728895,0.16970494577633619,0.12615152692748527,0.2454512656699294,0.17433515247129638,0,16.280000686645508,0.16280000686645507,0.1587987900668374,0.1481292503988119,0.0995668686929044,0.14994192666957312,0.18946796488309925,0.09123323,0.18843417,0.03952603821352613,0.09720094,0.8075395884484926,8.271826996375626,crisis,5,0.006904938909881114,4.2413627878684546,0.7732773637279207,0,0.03551889046836335,flat,7,0.3,0.0710377809367267,0.0
2020-01-29,0.15523276104122405,0.17897866334486326,0.17192622637979715,0.12112783635954077,0.2888673903468766,0.1914764333282963,1,16.389999389648438,0.16389999389648438,0.0137671692264599,0.1482429470695087,0.0980942475529915,0.1521632072730341,0.19168924548656022,0.09380624,0.20814224,0.03952603821352613,0.114336,0.7030040436077555,10.048931258668157,crisis,5,0.008026232483312773,4.89703037352275,0.7907980796785149,0,0.03509932375208959,flat,7,0.3,0.07019864750417917,0.0
2020-01-30,0.15364333135441163,0.17214479004033703,0.16496623454502424,0.12271407387505699,0.3043731108579098,0.19163823454081333,1,15.489999771118164,0.15489999771118165,0.0496785886561564,0.1496797463290636,0.0986643211731562,0.14520321543826117,0.1847292536517873,0.09781626,0.20523883,0.03952603821352613,0.107422575,0.6120005661621846,11.595990375242863,stress,4,0.010066236833842584,6.498539046211968,0.7358999998206567,1,0.0468534514305599,long_straddle,7,0.3,0.0937069028611198,0.0070033312469948115
2020-01-31,0.15582983968008596,0.17408020491946835,0.1727351699781532,0.1416548236546178,0.3294840155420185,0.14872373232063252,1,18.84000015258789,0.1884000015258789,0.2835892500022375,0.1852843468989729,0.1140404374847567,0.15297215087139013,0.19249818908491625,0.102873765,0.19150913,0.03952603821352613,0.08863536,0.9263009302184956,6.252884186285575,crisis,5,-0.015664831547725716,-8.314666359264319,0.7971787553053422,0,0.08836671432961268,flat,7,0.3,0.17673342865922537,0.0
2020-02-03,0.16517170688310168,0.18444533627372253,0.18071380351408772,0.13139018485277568,0.3487169497072629,0.14889905820274577,1,17.969999313354492,0.17969999313354493,0.114747701608285,0.155861766053952,0.1162092963682505,0.16095078440732466,0.2004768226208508,0.09082898,0.21893953,0.03952603821352613,0.12811056,0.8063917965834351,8.291339458081605,crisis,5,0.0010138103805427956,0.5641682911970828,0.8601115390514327,0,0.003956779199137009,flat,7,0.3,0.007913558398274017,0.0
2020-02-04,0.1396286423331619,0.16506580879439703,0.1574856561204936,0.1409864757876002,0.3499429025356641,0.1056934635412598,1,16.049999237060547,0.16049999237060547,0.2360430725002515,0.174335152471297,0.1234491348720169,0.13772263701373053,0.17724867522725665,0.08091751,0.19072573,0.03952603821352613,0.10980822,0.7020048327530829,10.06591784319759,crisis,5,-0.003014336250111882,-1.8780912108404175,0.6768957076487747,0,0.013725457939534603,flat,7,0.3,0.027450915879069206,0.0
2020-02-05,0.13568934724189907,0.13741766478628498,0.1367455751570979,0.14346130938854718,0.4387857972507103,0.08339181418300334,1,15.149999618530272,0.15149999618530272,0.1776004803292685,0.1914764333282969,0.1268796332550604,0.11698255605033483,0.15650859426386096,0.087041825,0.18764138,0.03952603821352613,0.10059956,0.6111307025897977,11.610778055973437,stress,4,-0.014754421028204817,-9.738892013012585,0.5133049092661658,0,0.0733324352737617,flat,7,0.3,0.1466648705475234,0.0
2020-02-06,0.13802159711336276,0.1345349055700717,0.13616660686000692,0.13952076880849668,0.4680117406998954,0.08082582262403067,1,14.960000038146973,0.14960000038146973,0.0527058275700034,0.1916382345408139,0.126815639954706,0.11640358775324386,0.15592962596676999,0.079894274,0.18197449,0.03952603821352613,0.10208021,0.5320201773871045,12.955656984419223,stress,4,-0.013433393521462805,-8.97954110107525,0.508738201637276,0,0.06579822565098864,flat,7,0.3,0.13159645130197728,0.0
2020-02-07,0.14650898477892102,0.1302649407312943,0.1389855482230076,0.13271112413737585,0.4974468812850052,0.07228886772384352,1,15.470000267028809,0.15470000267028808,0.0859682546299976,0.1487237323206331,0.1277805765165783,0.11922252911624454,0.15874856732977066,0.08943194,0.18242648,0.03952603821352613,0.09299454,0.4631504651092477,14.126442093142789,stress,4,-0.01571445444728048,-10.158018213336865,0.5309730650874684,0,0.08449127384339698,flat,14,0.3,0.16898254768679397,0.0
2020-02-10,0.17027589207993102,0.14434687269923152,0.15982141781890652,0.13409698923780364,0.6010509047028177,0.0545074691803508,1,15.039999961853027,0.15039999961853026,0.1158789882412308,0.1488990582027461,0.1290902062853626,0.14005839871214346,0.17958443692566958,0.09454503,0.18189155,0.03952603821352613,0.08734652,0.4031958982917174,15.145669729040804,stress,4,0.009421418200376258,6.264240840606676,0.6953194120571267,0,0.05393127609747122,flat,14,0.3,0.10786255219494244,0.0
2020-02-11,0.14394236032162513,0.14785689815006836,0.14531637255840607,0.12249105585927458,0.6719901956769531,0.0627572180463185,1,15.18000030517578,0.15180000305175778,0.0267810676369193,0.1056934635412599,0.1272512786215623,0.125553353451643,0.16507939166516913,0.08806891,0.18730478,0.03952603821352613,0.09923587,0.3510024163765414,16.032958921598794,stress,4,-0.006483630493351711,-4.2711662470395675,0.5809084828553999,0,0.03266777676763581,flat,14,0.3,0.06533555353527162,0.0
2020-02-12,0.1324161228165815,0.09272233467358795,0.12028707649844239,0.12110034513002953,0.7985914244934882,0.0508285164500802,1,13.739999771118164,0.13739999771118164,0.1022612477926591,0.0833918141830035,0.1287422902512732,0.10052405739167933,0.14005009560520545,0.07994069,0.1576758,0.03952603821352613,0.07773511,0.3055653512948988,16.80538902798672,stress,4,-0.017112921212739246,-12.454819139597841,0.3834857952279665,0,0.11007201872331852,flat,14,0.3,0.22014403744663705,0.0
2020-02-13,0.1389899171785759,0.1184958349155486,0.13353828453809505,0.1175613576823629,0.8225279014577572,0.0899129165565747,1,14.149999618530272,0.1414999961853027,0.0259036466628252,0.0808258226240308,0.1266944218735986,0.11377526543133198,0.1533013036448581,0.085729234,0.16769412,0.03952603821352613,0.08196489,0.2660100886935522,17.477828492209614,calm,1,-0.007961711647207659,-5.626651492471647,0.4880068772124942,0,0.04856781893257024,flat,14,0.16,0.09713563786514048,0.0
